community__name,community__gnis_feature_id,community__census_code,community__census_area__name,community__census_area__gnis_feature_id,community__census_area__census_code,community__census_area__county_code,community__census_area__historical,community__census_area__notes,community__alaska_native_regional_corporation__name,community__latitude,community__longitude,community__aea_energy_region__name,community__dcra_community_id,year,total_population
Larsen Bay,1405216,43040,Kodiak Island Borough,1419974,99150,150,0,,"Koniag, Incorporated",57.5400000,-153.9786111,Kodiak,c712c2ee-2345-4f1f-96a1-e88d9dbd93b2,2014,71
Buckland,1412684,9600,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",65.9797222,-161.1230556,Northwest Arctic,525f1c5e-cc76-415c-9b62-38721d36914b,2014,482
Lake Minchumina,1405185,42820,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,63.8827778,-152.3122222,Yukon-Koyukuk/Upper Tanana,68471756-5f21-48ea-b07f-2d514f8b6a7f,2014,10
Kwigillingok,1405122,42490,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,59.8644444,-163.1341667,Lower Yukon-Kuskokwim,240d8e7e-eb06-4c50-a167-9626412459ce,2014,364
Kwethluk,1405119,42380,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.8122222,-161.4358333,Lower Yukon-Kuskokwim,697b5816-c44a-4e0a-8653-5f5ded02c156,2014,800
Brevig Mission,1420670,8740,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.3347222,-166.4891667,Bering Straits,d586375e-1fe7-4401-a259-67b70b1c4bf4,2014,411
Lutak,1866960,45700,Haines Borough,1419970,99100,100,0,,,59.3411111,-135.5655556,,d61fa733-d9e1-4f50-b238-3fe969200e08,2014,78
Sterling,1414063,73070,Kenai Peninsula Borough,1419972,99122,122,0,,,60.5372222,-150.7647222,Railbelt,e5ae75a8-08c6-474f-8810-e693af0b1fb7,2014,5869
Koyukuk,1404984,42050,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.8802778,-157.7008333,Yukon-Koyukuk/Upper Tanana,d9a69055-96fa-404b-a32e-a754f6d256d0,2014,92
Birch Creek,1399049,7620,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.2590355,-145.8190168,Yukon-Koyukuk/Upper Tanana,0631f05e-7610-4490-a656-f8ef9c4b84f3,2014,22
Koyuk,1404981,41940,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,64.9319444,-161.1569444,Bering Straits,af72c3c9-7512-46c8-bc6c-28e100128806,2014,321
Kotzebue,1413378,41830,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",66.8983333,-162.5966667,Northwest Arctic,8aa56b8f-c01a-44a4-8f66-cbac5c6f2f4e,2014,3153
Kotlik,1404964,41720,Kusilvak Census Area,1419985,99270,158,0,"Formerly known as the Wade Hampton Census Area, FIPS code 270",Calista Corporation,63.0341667,-163.5533333,Lower Yukon-Kuskokwim,60e21fe5-6ada-442a-8366-b3615583bacf,2014,653
Bettles,1926949,6630,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,66.9188889,-151.5161111,Yukon-Koyukuk/Upper Tanana,be1892b0-4ae0-4577-b84d-9591b56c47ee,2014,13
Sunrise,1415091,73950,Kenai Peninsula Borough,1419972,99122,122,0,,,60.8897222,-149.4211111,Railbelt,76699241-2c83-4f50-942e-e778dae175d0,2014,9
Kongiganak,1404934,41610,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,59.9532731,-162.8951327,Lower Yukon-Kuskokwim,41bf65a8-2e69-4eba-b06a-509c25d4f9f9,2014,501
Kenny Lake,1866955,38910,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.7191667,-144.9483333,Copper River/Chugach,f8474256-a3b8-4bba-8e4b-defb86e99629,2014,307
Koliganek,1404914,41500,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.7286111,-157.2844444,Bristol Bay,89f05e8d-5f77-44d3-9207-a9a1a6dd5f22,2014,231
Bethel,1398908,6520,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.7922222,-161.7558333,Lower Yukon-Kuskokwim,2c6b7ef0-abb6-4b5a-b041-606be4389f11,2014,6241
Kokhanok,1404333,41280,Lake and Peninsula Borough,1419975,99164,164,0,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384.",Bristol Bay Native Corporation,59.4394444,-154.7761111,Bristol Bay,5a9a2965-3bce-4655-af6f-1861b119bebb,2014,167
Kodiak,1404875,40950,Kodiak Island Borough,1419974,99150,150,0,,"Koniag, Incorporated",57.7900000,-152.4072222,Kodiak,d91d5e68-90a3-45f5-ab73-9f89f2652c5a,2014,6329
Goldstream,2582713,29130,Fairbanks North Star Borough,1419969,99090,90,0,,,64.9339114,-148.0083822,Railbelt,e68c9a10-8de8-494d-99bb-00750a3e0f10,2014,3689
Susitna,1410439,74340,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.5436111,-150.5125000,,851e23c5-bb9d-40a2-b390-aa640d621ae2,2014,17
Beaver,1398776,5750,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.3594444,-147.3963889,Yukon-Koyukuk/Upper Tanana,a682d92f-c007-41e0-8716-608ade611699,2014,58
Kobuk,1413362,40840,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",66.9072222,-156.8811111,Northwest Arctic,95e28c5b-af2e-4bd5-990b-fd4de3191c3e,2014,152
Klukwan,1866956,40510,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",Sealaska Corporation,59.4038889,-135.8844444,Southeast,0baf70be-c0aa-4053-8d87-e9bcabae2bf8,2014,84
Moose Creek,1406548,50080,Fairbanks North Star Borough,1419969,99090,90,0,,,64.7100000,-147.1436111,Railbelt,0dda69f0-648e-421a-9aaa-e94f9df054cc,2014,631
Klawock,1423100,40400,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",Sealaska Corporation,55.5522222,-133.0958333,Southeast,d826ef12-da35-4950-b2cf-89915b8675ef,2014,802
Kivalina,1413348,39960,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",67.7269444,-164.5333333,Northwest Arctic,d0e03d80-1671-4b3e-ad86-f1e195e7467d,2014,411
Kipnuk,1404781,39740,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,59.9388889,-164.0413889,Lower Yukon-Kuskokwim,e4e22ec7-cd34-4dd7-9cd2-030e473400e4,2014,643
King Salmon,1404738,39630,Bristol Bay Borough,1419967,99060,60,0,,Bristol Bay Native Corporation,58.6883333,-156.6613889,Bristol Bay,62dcb87c-f6c4-4272-b690-0e970eeee597,2014,335
Willow,1417146,85280,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7472222,-150.0375000,Railbelt,53377138-3298-47f6-bf68-8bb04d22b61f,2014,2043
Ugashik,1411486,80100,Lake and Peninsula Borough,1419975,99164,164,0,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384.",Bristol Bay Native Corporation,57.5130556,-157.3975000,,aeb6575a-eb41-4d1e-8ad3-43fcfa3c55bb,2014,15
Barrow,1398635,5200,North Slope Borough,1419978,99185,185,0,"Unpopulated part plus all of the former Kobuk Census Area (02-140) taken to create the new Northwest Arctic Borough (02-188) effective June 2, 1986.",Arctic Slope Regional Corporation,71.2905556,-156.7886111,North Slope,e5e04958-b820-4acc-a275-6fd306506f01,2014,4469
Sutton-Alpine,2419240,74525,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7962564,-148.8505100,Railbelt,4555500c-51b9-4809-b50e-30a96a563e1a,2014,1403
King Cove,1418792,39410,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,55.0616667,-162.3102778,Aleutians,836b5df4-ba45-4a74-af1d-568f90d6eeb1,2014,905
Kiana,1413311,39300,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",66.9750000,-160.4227778,Northwest Arctic,a7e777c1-ab8a-4211-bcdd-6725f0143eb3,2014,403
Lowell Point,1865557,45295,Kenai Peninsula Borough,1419972,99122,122,0,,,60.0725000,-149.4411111,Railbelt,e5bee98f-4921-4d39-9de2-23c2693be038,2014,68
Ketchikan,1423039,38970,Ketchikan Gateway Borough,1419973,99130,130,0,"Annexed a substantial portion of the former Prince of Wales-Outer Ketchikan Census Area (02-201), including most of the area known as Outer Ketchikan effective May 19, 2008; estimated added population: 7. As a result, the remaining area of the former Prince of Wales-Outer Ketchikan Census Area was renamed Prince of Wales-Hyder Census Area (02-198).",,55.3422222,-131.6461111,Southeast,1bf4ffe8-2534-4163-8660-078cc02feb1a,2014,8314
Atqasuk,1406178,4500,North Slope Borough,1419978,99185,185,0,"Unpopulated part plus all of the former Kobuk Census Area (02-140) taken to create the new Northwest Arctic Borough (02-188) effective June 2, 1986.","Koniag, Incorporated",70.4691667,-157.3994444,North Slope,ac7acc77-e5ba-495e-a707-20889836248b,2014,229
Kasigluk,1404483,37975,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.8955556,-162.5180556,Lower Yukon-Kuskokwim,2f7923cc-1cea-4335-86ad-08151d8d4eec,2014,600
Kasaan,1404468,37650,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",Sealaska Corporation,55.5388889,-132.4008333,Southeast,86bf03e7-a916-43d9-a99b-faf796d0d507,2014,75
Karluk,1404456,37540,Kodiak Island Borough,1419974,99150,150,0,,"Koniag, Incorporated",57.5719444,-154.4555556,Kodiak,2d985aa9-e05e-4dff-8e44-e14973dc3f9b,2014,43
Atmautluak,1699811,4430,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.8669444,-162.2730556,Lower Yukon-Kuskokwim,da1c5373-d58a-489d-bcc9-4e348b4ec115,2014,319
Kaltag,1404379,37430,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.3272222,-158.7219444,Yukon-Koyukuk/Upper Tanana,1c478003-280c-46e8-b893-f98ffa651efe,2014,182
Whitestone,2582719,84120,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,64.1528375,-145.9064053,Railbelt,60fbbb16-0d49-43f0-9373-a4eeb38198f0,2014,99
Talkeetna,1410591,74830,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3238889,-150.1094444,Railbelt,951c6828-cc06-4d75-be2c-b37b18f2a092,2014,850
Kachemak,1413247,36540,Kenai Peninsula Borough,1419972,99122,122,0,,,59.6700000,-151.4341667,Railbelt,b5a177f1-ee19-44fb-a053-94fd9ae96d0b,2014,460
Kalskag,1404378,81320,Bethel Census Area,1419966,99050,50,0,,"Koniag, Incorporated",61.5372222,-160.3052778,Lower Yukon-Kuskokwim,fcc2db94-2e36-4e5c-b35f-3768faf942fa,2014,231
Atka,1418170,4210,Aleutians West Census Area,1419965,99016,16,0,"Created from the remainder of the former Aleutian Islands Census Area (02-010) when the new Aleutians East Borough (02-013) was created effective October 23, 1987; 1980 population: 6,125.",Aleut Corporation,52.1961111,-174.2005556,Aleutians,1416bd82-ae8b-413c-a12c-5c56c233e3e3,2014,70
Kaktovik,1404349,36990,North Slope Borough,1419978,99185,185,0,"Unpopulated part plus all of the former Kobuk Census Area (02-140) taken to create the new Northwest Arctic Borough (02-188) effective June 2, 1986.",Arctic Slope Regional Corporation,70.1319444,-143.6238889,North Slope,d3b6b64d-90c9-4cec-8fe9-4d3b910a7b01,2014,251
Kake,1422926,36770,Petersburg Census Area,2516404,99195,195,0,"Created from the remainder of the former Wrangell-Petersburg Census Area (02-280) when the new Wrangell City and Borough was created effective June 1, 2008; estimated population: 4,260. Created from part of former Petersburg Census Area (02-195) and part of Hoonah-Angoon Census Area (02-105) effective January 3, 2013; estimated population 3,203.",Sealaska Corporation,56.9758333,-133.9472222,Southeast,9aa30fae-6452-4097-83b9-10a4cd761165,2014,626
Juneau,1404263,36400,Juneau City and Borough,1419971,99110,110,0,,Sealaska Corporation,58.3019444,-134.4197222,Southeast,1a737990-4076-4de6-b8ef-4ca63da201dd,2014,33026
Livengood,1405579,44580,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,65.5244444,-148.5447222,,39be1361-9069-408f-8ed2-1eae1a70c1c4,2014,12
Tanaina,1865567,75077,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6269444,-149.4280556,Railbelt,c5adfe1d-0244-452d-b4cf-e9b1ca7bd573,2014,8869
Willow Creek,1412074,85290,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.8197222,-145.2122222,Copper River/Chugach,09f7d41b-9b1b-4a4c-a0fd-cc3d118168d4,2014,186
Iliamna,1403763,35120,Lake and Peninsula Borough,1419975,99164,164,0,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384.",Bristol Bay Native Corporation,59.7567965,-154.9110837,Bristol Bay,b626b803-d7a6-4a8a-95f3-5c2061727c76,2014,97
Ivanof Bay,1894909,35890,Lake and Peninsula Borough,1419975,99164,164,0,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384.",Bristol Bay Native Corporation,55.9000000,-159.4833333,,8a27cce3-5720-43b2-9258-c5f2fdb986af,2014,7
Hyder,1422711,34570,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.9169444,-130.0247222,,2dce25e6-732b-4475-82fd-1a31f090239f,2014,91
Houston,1416613,33800,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6302778,-149.8180556,Railbelt,2fcb61fa-6783-451d-8c63-145d953c8666,2014,1965
Igiugig,1403706,34790,Lake and Peninsula Borough,1419975,99164,164,0,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384.",Bristol Bay Native Corporation,59.3277778,-155.8947222,Bristol Bay,2ee2bb1c-de5e-43e6-8e79-58b766d877e2,2014,53
Hope,1422645,33580,Kenai Peninsula Borough,1419972,99122,122,0,,,60.9202778,-149.6402778,Railbelt,3333968c-4d2c-44f7-aac7-5842cb38e52e,2014,196
Nabesna,1406770,51960,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.3719444,-143.0086111,Copper River/Chugach,522f0b95-a753-4f01-8846-57dddc34a0d9,2014,2
Mud Bay,1865558,51455,Haines Borough,1419970,99100,100,0,,,59.1597222,-135.3758333,,1bba2fe8-efb9-4ddc-96ef-34777f5c88e3,2014,183
Arctic Village,1398382,3990,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,68.1269444,-145.5377778,Yukon-Koyukuk/Upper Tanana,730fbd9e-539c-4aa5-821c-3f8e435c7ee2,2014,192
Homer,1413141,33140,Kenai Peninsula Borough,1419972,99122,122,0,,,59.6425000,-151.5483333,Railbelt,9c16b6f1-1486-4cf4-a1ff-21a74ecd4967,2014,5099
Hydaburg,1422709,34460,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",Sealaska Corporation,55.2080556,-132.8266667,Southeast,bdc1808a-7ebe-489d-864d-2bc1ac07bd88,2014,405
Hobart Bay,1866951,32550,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",,57.4658333,-133.3533333,,46c1eca2-3204-4b17-9905-41f8a7aefd0c,2014,1
Harding-Birch Lakes,2418611,31765,Fairbanks North Star Borough,1419969,99090,90,0,,,64.3714024,-146.5991000,Railbelt,dfb10845-1444-4f28-9dc3-7f68bcb4d798,2014,319
Happy Valley,1866949,31710,Kenai Peninsula Borough,1419972,99122,122,0,,,59.9472222,-151.7322222,Railbelt,3000a9ea-90a7-49d1-84be-7dc727d5b2a3,2014,566
Halibut Cove,1781963,31270,Kenai Peninsula Borough,1419972,99122,122,0,,,59.5950000,-151.2250000,Railbelt,4d380541-dba4-4fe6-839d-449e2bffa8a3,2014,65
Kenai,1413299,38420,Kenai Peninsula Borough,1419972,99122,122,0,,"Cook Inlet Region, Incorporated",60.5544444,-151.2583333,Railbelt,873fdc7a-04c6-47fb-9926-34d524f0e919,2014,7167
Gulkana,1403046,30500,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.2713889,-145.3822222,Copper River/Chugach,06a23837-4ad1-4056-9a44-55fdfa4d9037,2014,114
Akhiok,1398007,650,Kodiak Island Borough,1419974,99150,150,0,,"Koniag, Incorporated",56.9455556,-154.1702778,Kodiak,0b1ab70f-3a34-46fe-8aac-c43348797f98,2014,81
Tazlina,1410694,75480,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.0588695,-145.4284212,Copper River/Chugach,b3f326df-0113-4610-b54a-81a371a4a8e3,2014,270
Nanwalek,1412986,52210,Kenai Peninsula Borough,1419972,99122,122,0,,Chugach Alaska Corporation,59.3563889,-151.9208333,Railbelt,a40c5644-a2b3-4bf9-a05d-e5c13b810dd0,2014,275
Glacier View,2418599,28590,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.9074835,-147.5048400,Railbelt,151e1e83-fe22-4812-83df-fd96a5b2d249,2014,247
Huslia,1403644,34350,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",65.6986111,-156.3997222,Yukon-Koyukuk/Upper Tanana,8512f541-02bb-4e22-8094-13046df08ce2,2014,338
Gateway,1865553,28200,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.5727778,-149.2408333,Railbelt,f5b7d141-acd2-4236-a74d-ca90b4114c99,2014,6472
Game Creek,1866948,27700,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",,58.0566667,-135.5077778,,c5180009-9bb7-4d39-b857-db9285079ee6,2014,18
Anvik,1398335,3880,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",62.6561111,-160.2066667,Yukon-Koyukuk/Upper Tanana,c0a23263-bd61-47ba-9bd4-8152e95aed1a,2014,79
Gakona,1402448,27420,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.3019444,-145.3019444,Copper River/Chugach,c60b50ca-2a7a-47ef-89fb-35559aec8c19,2014,205
Hughes,1403596,33910,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.0488889,-154.2555556,Yukon-Koyukuk/Upper Tanana,4a615452-5e25-422a-85f3-c6b7307be136,2014,86
Nelchina,1865559,52915,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.9919444,-146.7686111,Copper River/Chugach,fd739f87-b93f-4be1-9dc9-68dfc375f97e,2014,64
Funny River,1865552,27145,Kenai Peninsula Borough,1419972,99122,122,0,,,60.5019444,-150.7622222,Railbelt,d8d2a0ab-2a59-4747-90c2-46b369598383,2014,877
Fritz Creek,1866947,27090,Kenai Peninsula Borough,1419972,99122,122,0,,,59.7361111,-151.2952778,Railbelt,2d91bf09-525f-4c95-ba10-8adcb0de4c4c,2014,2024
Hooper Bay,1403493,33470,Kusilvak Census Area,1419985,99270,158,0,"Formerly known as the Wade Hampton Census Area, FIPS code 270",Calista Corporation,61.5311111,-166.0966667,Lower Yukon-Kuskokwim,931e232d-fbe2-4411-aa2b-0c2516e5af1b,2014,1178
Fox River,1866945,26910,Kenai Peninsula Borough,1419972,99122,122,0,,,59.8583333,-150.9583333,Railbelt,43a1fed5-95a3-4e27-bedc-97dd2b9f93e1,2014,644
Fox,1402342,26870,Fairbanks North Star Borough,1419969,99090,90,0,,,64.9580556,-147.6183333,Railbelt,70fb7521-5f1f-492a-881e-d639371d6108,2014,440
Lazy Mountain,1866958,43260,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6261111,-148.9455556,Railbelt,788d9f67-f546-4672-830f-75f4237c073c,2014,1568
Four Mile Road,2418586,26835,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,64.6028341,-149.1200600,Railbelt,6d52fa9d-d922-42b1-a8ea-840b650c0f28,2014,31
Hoonah,1403488,33360,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",Sealaska Corporation,58.1100000,-135.4436111,Southeast,7b1783c7-a548-47fe-b944-dc9bb6ebfc0d,2014,787
Fort Greely,2418584,26100,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.9412020,-145.5739800,,b5ca1ceb-508b-4b10-8afb-f6df17d21660,2014,463
Flat,1402165,25880,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,62.4536111,-158.0075000,,816af04c-f775-4c58-b8f9-d7ecd8f8dd02,2014,0
Mertarvik,2582714,48590,Bethel Census Area,1419966,99050,50,0,,,60.8109892,-164.4991078,,7300d730-2bc1-4025-a098-e3790ce17e68,2014,0
Aniak,1398286,3550,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,61.5783333,-159.5222222,Lower Yukon-Kuskokwim,319d7670-7304-4cb9-9b6b-afe9d3f2b94f,2014,533
Nenana,1406940,53050,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.5638889,-149.0930556,Railbelt,f8109851-d2f7-4c51-bcd7-b8538003d22d,2014,396
Fishhook,2418582,25550,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7440172,-149.2361300,Railbelt,f11072e7-e0f6-4d5f-b170-4e282008e83f,2014,5331
Tolsona,1865569,78297,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.0838889,-146.0702778,Copper River/Chugach,c825b514-f3ce-4aa5-b5f4-998c17902236,2014,32
Ferry,1866944,25220,Denali Borough,1419988,99068,68,0,"Created from part of the Yukon-Koyukuk Census Area (02-290) and an unpopulated part of the Southeast Fairbanks Census Area (02-240) effective December 7, 1990; 1990 population: 1,682.",,63.9277778,-149.1302778,,776fc2f2-5e9d-4441-8398-ff0b1c0e4e82,2014,25
Farm Loop,2418580,25000,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6389068,-149.1421500,Railbelt,50f14f75-ea96-445f-95c8-357282eb7965,2014,1079
Holy Cross,1403447,33030,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",62.1994444,-159.7713889,Yukon-Koyukuk/Upper Tanana,11ab6f2b-cfe3-41be-b6e5-aaa0a1f88f28,2014,177
New Allakaket,2419536,53162,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,66.5426800,-152.6476900,Yukon-Koyukuk/Upper Tanana,76f9b1e6-b242-4e17-8ecf-1c0899651cc5,2014,50
Excursion Inlet,1401951,23900,Haines Borough,1419970,99100,100,0,,,58.4213889,-135.4366667,Southeast,7cb07d49-fd16-45cc-9f6c-81315427acac,2014,9
Ester,1397658,23460,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8472222,-148.0144444,Railbelt,45bec8c0-07d5-4f40-ab4f-48db122799e1,2014,2546
Hollis,1866952,32810,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.5566667,-132.6363889,Southeast,1d27dec8-755e-4915-a92f-130c0547f498,2014,94
